City Name,Population,Area (sq. km),Smart Infrastructure Score,Energy Consumption,Public Transport Usage,Air Quality Index,Education Index,Healthcare Index,Employment Rate,Smart Grid Adoption,Waste Management Score,Internet Speed (Mbps),Safety Index,Cost of Living Index
City3741,1190816,221.06,63.05,289.4,6.01,53.75,14.55,85.75,25.62,63.11,65.78,711.25,86.54,102.52
City3742,1272733,642.36,47.76,117.83,72.93,43.71,37.01,37.6,23.11,35.93,67.76,727.05,70.82,89.9
City3743,9350545,340.13,33.8,789.35,32.68,37.99,12.6,19.58,11.41,25.26,36.57,665.37,35.36,48.92
City3744,5966631,507.85,98.2,525.0,49.92,53.98,82.33,42.06,32.73,82.78,58.03,56.36,12.81,45.29
City3745,882191,398.9,5.69,781.94,11.79,79.08,0.97,69.23,90.82,52.88,95.52,595.48,60.5,119.01
City3746,845987,796.37,2.41,336.37,21.75,46.91,74.38,95.93,4.37,24.89,40.53,901.38,92.6,92.25
City3747,5034575,808.81,17.32,346.5,59.69,84.08,41.84,80.66,24.96,85.46,65.84,268.18,76.5,47.1
City3748,7968920,352.62,7.84,701.96,48.84,79.72,35.7,64.43,49.97,85.63,32.35,588.59,97.67,60.34
City3749,1250018,145.25,7.22,999.66,66.08,83.93,22.59,85.77,37.36,39.62,37.42,29.77,58.3,103.68
City3750,564473,636.21,82.26,200.01,15.16,79.0,8.83,60.46,53.29,6.57,68.29,504.82,70.33,53.41
City3751,167611,85.75,73.85,332.61,42.45,25.08,86.57,29.84,65.45,5.53,44.42,268.94,38.01,81.3
City3752,2739081,572.58,17.92,490.31,62.54,69.44,79.67,3.31,24.63,1.38,8.88,843.89,42.53,53.12
City3753,4738654,772.48,16.48,881.44,56.6,84.71,37.84,64.28,15.71,25.46,11.99,128.25,99.87,89.93
City3754,8256452,730.86,81.02,752.06,30.1,60.86,42.45,0.87,29.54,66.33,47.68,235.4,22.7,117.77
City3755,5849355,372.25,40.19,464.75,23.88,12.83,61.51,59.82,58.68,66.06,52.92,405.96,81.85,30.31
City3756,3492136,517.21,19.58,743.31,27.32,62.99,10.82,61.47,45.64,59.33,23.42,521.25,66.77,107.07
City3757,1955031,319.01,54.15,469.63,10.39,39.02,86.75,11.13,21.06,51.12,26.04,889.25,34.17,77.07
City3758,5349481,543.06,3.96,790.13,64.52,53.98,83.55,26.04,11.38,98.25,28.52,963.78,0.28,101.77
City3759,3753355,845.3,31.89,379.89,9.6,50.96,36.59,98.04,51.73,90.82,98.04,933.74,56.62,58.28
City3760,3474730,197.17,79.87,952.18,60.08,20.97,92.72,1.87,26.78,73.7,11.15,354.18,51.1,99.62
City3761,823906,444.54,85.57,520.68,19.46,15.96,31.3,11.24,2.64,97.57,76.2,633.49,34.89,101.91
City3762,6116745,17.33,52.37,400.33,33.39,30.66,27.4,47.98,2.3,24.86,95.9,827.12,8.2,55.99
City3763,7971772,42.61,47.51,112.56,33.93,65.66,12.2,61.96,84.57,46.94,52.19,272.55,4.39,51.51
City3764,8935835,605.63,88.1,900.37,41.38,38.9,65.06,10.16,20.59,11.1,39.86,746.06,10.66,106.86
City3765,682636,538.69,27.94,481.61,24.67,75.77,60.02,14.37,54.64,20.23,9.15,987.38,94.8,59.21
City3766,5553853,844.91,97.69,844.1,66.07,54.87,83.4,30.22,71.18,3.39,94.36,922.87,58.19,102.94
City3767,2870096,92.43,81.68,174.4,11.31,34.68,35.73,66.11,76.35,63.02,21.35,141.99,81.23,45.61
City3768,826941,17.18,72.65,660.93,19.59,57.59,23.13,95.96,46.91,29.64,42.71,958.16,44.99,30.66
City3769,1365170,486.92,51.86,175.5,79.97,89.45,79.4,5.51,7.81,26.66,91.82,422.37,98.61,72.4
City3770,9824858,133.3,65.09,522.05,15.22,66.8,8.05,83.74,97.35,20.44,83.09,431.94,47.45,34.6
City3771,7982445,621.27,24.54,797.23,73.84,92.05,16.82,41.72,96.43,20.71,7.05,162.19,19.63,92.26
City3772,983942,611.63,15.55,348.84,67.57,87.18,12.26,80.07,44.99,16.75,91.22,687.95,31.99,46.84
City3773,9626882,85.65,30.72,394.21,74.05,30.88,15.73,44.37,27.82,46.54,34.11,707.5,50.91,45.55
City3774,9816017,196.55,12.83,695.19,41.43,70.68,63.94,17.44,1.43,31.24,54.46,992.58,54.89,98.23
City3775,2827208,150.79,16.94,571.65,74.71,35.84,1.43,53.11,85.47,1.55,58.67,747.74,23.39,114.37
City3776,5507947,556.24,72.19,773.25,35.18,63.24,89.31,18.32,74.09,1.9,7.22,357.53,7.47,83.16
City3777,2789618,241.07,55.42,180.28,9.69,90.29,15.8,7.49,76.9,51.41,7.01,986.12,53.88,62.72
City3778,7087346,768.64,17.06,810.25,10.27,67.28,75.1,37.04,38.84,81.65,77.12,134.23,1.69,57.64
City3779,5259262,931.02,31.65,625.63,31.37,32.56,93.2,36.08,84.48,84.13,88.64,415.81,55.85,110.53
City3780,7843810,384.74,81.9,681.52,45.63,49.54,56.96,63.11,99.98,36.83,72.69,817.6,9.99,81.56
City3781,6548602,337.34,51.95,122.3,10.91,83.59,34.06,74.36,62.54,85.17,11.85,815.63,24.03,58.14
City3782,7764249,96.29,35.46,928.51,39.65,86.95,62.67,91.47,44.38,62.11,20.14,598.84,99.17,73.4
City3783,51816,71.14,74.91,177.75,33.22,77.22,29.16,65.16,90.94,97.94,15.58,287.45,20.74,86.49
City3784,9591497,735.01,45.69,977.83,7.92,41.32,3.05,35.59,6.07,75.83,60.83,592.75,9.49,90.4
City3785,5077299,757.13,46.88,432.34,16.0,89.18,88.76,31.73,22.19,14.09,4.85,975.59,55.07,46.71
City3786,1110042,677.14,4.13,702.34,45.32,48.68,42.47,25.27,20.74,26.95,86.23,834.86,31.23,65.54
City3787,8775143,558.32,65.84,276.4,39.47,74.66,62.5,60.37,68.15,38.88,76.47,308.63,76.47,32.14
City3788,2837731,254.18,11.41,279.36,13.31,43.47,73.02,79.78,46.91,90.94,81.4,103.78,37.89,99.74
City3789,2663453,829.2,17.19,942.51,14.03,84.53,5.47,93.7,3.15,68.49,72.12,562.35,7.47,115.26
City3790,5899611,860.55,15.63,417.65,56.52,81.84,37.4,24.62,32.06,14.45,57.28,91.06,90.24,38.58
City3791,3262235,383.48,31.3,751.96,79.46,65.35,8.82,67.6,12.09,76.01,7.94,10.68,84.71,39.48
City3792,4236519,562.27,55.09,765.69,34.96,93.59,79.98,22.76,68.07,44.26,89.67,283.52,69.62,95.18
City3793,3443797,580.47,54.61,485.76,68.12,25.98,44.19,38.45,84.36,22.74,56.27,582.5,88.85,101.17
City3794,2189931,566.14,99.71,774.69,73.07,46.59,22.79,47.46,81.92,8.73,65.47,739.54,66.33,35.73
City3795,3673103,298.08,71.02,392.99,22.96,74.34,81.26,33.92,98.84,60.2,88.12,932.85,56.32,99.79
City3796,4116915,868.82,89.41,537.87,41.01,52.02,85.22,60.15,48.18,6.37,47.15,986.01,54.62,63.34
City3797,9974370,753.13,32.4,327.22,39.5,53.39,30.14,64.83,7.57,48.15,22.09,316.07,37.05,59.29
City3798,5961533,879.13,40.02,562.42,65.45,82.79,87.87,70.36,39.99,90.6,24.57,207.26,53.29,109.08
City3799,8846621,965.83,66.99,764.66,38.29,27.47,59.57,26.02,81.87,20.04,3.93,118.46,55.72,99.02
City3800,9849628,764.21,75.16,932.22,69.18,39.41,15.46,26.09,18.77,99.48,31.72,841.52,26.31,95.56
City3801,6746241,118.26,64.5,756.27,58.57,50.08,73.49,19.06,57.68,88.31,50.91,798.19,1.76,113.92
City3802,171530,411.84,48.42,985.72,38.88,54.24,36.46,1.17,24.1,78.97,15.33,342.38,64.05,74.31
City3803,3514547,119.58,76.79,925.12,39.54,13.56,44.08,92.98,98.39,6.4,44.77,892.11,87.39,65.99
City3804,39392,841.93,82.29,751.28,18.35,79.58,37.64,5.05,88.12,7.17,37.32,282.47,31.53,85.54
City3805,6299795,306.51,49.91,995.81,46.61,99.49,68.48,53.73,84.78,12.64,30.52,51.39,71.24,97.49
City3806,1874948,69.89,65.57,617.92,56.81,61.81,75.63,15.22,21.62,13.5,9.39,25.74,11.58,34.65
City3807,762014,848.56,67.08,182.46,25.63,10.66,25.83,79.53,92.54,46.04,48.26,225.4,31.9,42.89
City3808,2364105,262.81,61.94,275.26,45.88,32.31,64.21,38.13,49.69,7.61,28.24,193.77,81.53,89.5
City3809,9921523,553.76,19.96,674.55,29.33,92.7,28.17,80.65,13.33,2.77,99.15,219.88,21.17,31.72
City3810,4959262,560.72,15.57,763.85,23.5,28.99,25.7,78.86,51.75,17.15,56.34,736.4,48.32,35.62
City3811,117071,442.29,37.37,775.58,40.91,84.95,51.68,86.78,56.84,51.25,15.79,623.57,60.4,42.62
City3812,7171882,687.45,54.95,320.22,24.04,89.24,35.16,3.03,74.71,79.56,30.5,395.44,58.02,40.45
City3813,2334679,668.81,10.7,323.6,77.98,29.99,40.96,46.01,53.29,73.57,47.04,657.19,76.25,100.89
City3814,4906255,866.63,40.26,616.52,58.77,44.72,60.05,40.78,55.78,15.4,36.2,126.32,2.94,32.95
City3815,3663840,780.48,36.75,120.89,33.88,18.55,34.4,86.0,55.02,46.43,37.7,604.9,89.87,48.33
City3816,382299,537.28,84.84,209.21,42.74,62.98,71.13,37.26,67.06,36.04,29.77,681.55,53.57,50.6
City3817,6423999,357.15,55.41,878.22,11.66,42.36,6.33,61.17,79.05,99.92,31.49,999.16,60.19,109.57
City3818,5592073,210.15,5.38,778.94,5.69,44.36,86.94,31.93,36.11,12.4,51.04,632.42,28.22,102.04
City3819,5542036,811.55,32.08,297.37,13.12,52.44,28.02,5.36,48.23,46.64,15.77,450.17,20.57,82.98
City3820,5115757,498.13,55.87,782.25,39.1,89.54,66.34,19.66,2.11,31.74,65.81,254.24,51.53,51.02
City3821,8403937,895.07,76.96,420.48,34.88,73.86,86.59,6.19,64.82,84.39,85.39,563.18,27.75,105.83
City3822,7552980,415.07,96.47,816.46,43.26,36.2,0.0,42.32,33.28,96.26,17.53,285.79,38.15,91.23
City3823,9319522,197.42,24.08,614.57,35.67,53.58,21.57,96.09,81.61,60.5,4.21,974.4,36.05,111.24
City3824,6681996,755.97,99.16,711.76,23.39,41.45,8.74,35.49,94.65,51.71,29.16,784.37,40.18,117.65
City3825,3002697,168.03,33.62,531.3,41.92,98.01,81.74,58.24,75.65,32.67,0.26,108.14,5.11,84.3
City3826,6956303,34.32,4.66,826.78,36.98,13.53,25.2,87.87,45.2,22.08,57.61,494.53,6.94,65.32
City3827,4081799,263.81,79.9,300.28,5.94,41.13,5.21,69.3,75.51,41.7,38.65,321.95,12.7,38.26
City3828,9762711,616.94,98.92,881.69,28.74,50.17,99.69,68.27,34.19,10.78,63.54,244.59,42.56,103.04
City3829,6547744,143.58,0.49,842.62,51.1,50.14,49.86,34.32,16.15,34.2,36.49,272.92,17.81,106.62
City3830,1420820,420.5,65.76,457.46,47.97,77.81,7.5,82.73,71.11,48.96,32.24,206.16,32.48,43.13
City3831,8920013,265.44,19.41,348.8,32.2,74.81,0.82,14.32,70.8,8.39,50.86,594.46,21.73,90.29
City3832,9362079,591.3,9.0,793.35,8.68,22.12,91.76,50.84,15.29,16.36,43.22,754.85,16.68,44.91
City3833,9154974,34.0,14.92,702.35,79.2,33.01,7.56,29.75,77.24,90.87,52.77,635.87,19.55,51.48
City3834,3907052,959.23,96.63,993.52,35.98,40.38,66.09,16.33,61.33,74.53,99.62,431.7,0.46,104.92
City3835,7990965,380.41,67.75,310.59,5.43,94.38,49.82,66.72,80.74,83.85,22.18,85.37,35.0,30.8
City3836,9986103,211.02,32.91,176.32,70.73,89.31,84.53,87.98,28.52,95.67,99.31,319.06,61.1,116.57
City3837,3692890,179.1,56.49,781.36,12.62,12.2,5.21,56.78,80.3,72.12,15.23,799.18,46.88,81.18
City3838,2354833,428.05,83.84,722.52,68.65,67.33,98.76,83.98,74.88,46.68,84.7,331.44,28.16,91.91
City3839,1191874,904.34,44.36,550.62,55.06,31.18,77.59,95.89,16.3,42.93,75.54,893.1,60.74,99.73
City3840,5871914,455.1,81.56,217.18,17.14,21.55,58.48,79.59,8.66,72.91,68.08,876.54,61.29,97.2
City3841,9664092,572.54,75.24,535.55,54.02,95.36,80.98,59.45,88.76,77.06,83.33,215.52,39.97,86.48
City3842,7906345,453.76,32.46,804.39,5.42,51.17,45.01,1.17,86.33,37.36,86.26,312.06,90.0,45.08
City3843,1202734,318.68,35.71,673.98,7.77,77.32,97.38,23.41,51.21,34.29,82.24,493.01,72.24,85.89
City3844,230251,73.75,22.79,923.61,64.82,12.64,43.02,11.91,67.28,67.02,32.08,936.13,59.09,86.72
City3845,5056718,651.89,12.47,125.66,47.27,18.38,18.85,21.42,98.87,4.17,0.66,493.22,54.91,35.35
City3846,1958910,570.81,87.91,482.21,29.78,35.0,53.77,23.61,19.68,98.6,85.26,681.9,53.04,57.63
City3847,3076338,907.05,19.85,206.76,31.73,19.07,90.95,75.43,43.87,80.08,72.77,197.18,94.33,33.41
City3848,7290510,943.06,68.2,691.23,36.45,53.48,27.19,88.04,95.98,24.41,60.93,745.48,38.52,104.34
City3849,8745673,162.14,94.32,752.08,68.18,11.86,45.67,13.89,52.83,51.67,18.95,83.89,68.71,36.2
City3850,6682843,399.65,95.46,839.16,22.75,66.82,29.73,39.17,86.34,59.87,76.82,86.5,8.17,65.29
City3851,3724964,755.57,63.46,147.13,8.08,36.2,55.6,6.47,53.24,30.94,50.48,473.73,5.98,53.2
City3852,418928,235.78,2.11,773.01,19.64,46.84,85.4,16.67,30.74,5.05,9.74,102.52,48.65,82.59
City3853,8627486,116.73,18.8,415.07,70.34,61.17,97.54,64.93,81.37,17.88,43.21,487.59,80.15,112.23
City3854,9347310,452.18,96.34,562.4,40.17,25.75,44.65,58.29,16.12,25.43,60.48,785.46,18.52,114.32
City3855,8125032,304.31,16.47,232.97,64.35,53.45,64.39,10.02,55.71,8.28,78.11,140.79,74.19,95.72
City3856,7762531,789.36,62.57,998.63,58.99,86.53,85.39,23.93,42.75,58.96,66.18,497.33,47.45,80.8
City3857,1716140,802.24,90.49,931.62,50.23,60.43,11.17,13.39,35.09,65.19,80.92,916.78,72.67,70.47
City3858,5344487,784.12,94.14,885.0,53.52,51.66,41.03,71.52,39.24,30.76,32.26,365.79,81.01,69.01
City3859,9669968,45.32,77.15,279.12,6.5,98.17,37.76,81.3,70.32,39.38,5.63,906.43,27.66,63.09
City3860,4797182,861.09,54.51,231.91,27.29,64.59,64.17,60.05,29.61,93.43,46.08,373.95,24.78,80.35
City3861,9506492,216.74,64.48,467.39,49.23,62.19,54.67,61.36,16.22,44.73,29.74,581.47,97.7,94.5
City3862,4536234,803.48,43.56,143.8,25.38,11.81,49.44,88.36,61.11,51.78,15.45,302.73,15.45,107.09
City3863,8565679,460.04,3.85,555.17,23.66,41.83,58.24,43.47,47.24,58.25,98.91,974.65,88.55,32.64
City3864,8402078,907.16,10.45,199.12,67.0,43.26,47.54,51.45,18.0,46.09,71.61,264.16,85.07,38.37
City3865,8772552,52.22,0.83,144.93,26.69,79.1,80.97,12.12,27.25,27.88,27.53,334.47,73.91,91.27
City3866,8166261,907.58,55.34,475.88,61.29,26.21,50.55,11.89,84.96,15.16,18.8,291.43,97.56,66.44
City3867,9408501,736.87,26.14,890.98,22.81,31.26,60.92,35.22,74.13,61.38,61.38,197.88,68.12,118.3
City3868,5308634,882.41,34.63,264.44,54.12,77.69,96.57,9.62,38.45,95.39,83.44,579.27,40.19,82.48
City3869,5756214,649.2,13.84,829.82,67.77,32.23,12.91,33.77,5.17,72.13,89.93,865.22,55.32,97.26
City3870,6560090,765.34,92.78,457.45,34.52,83.74,64.61,51.54,78.83,24.36,8.26,322.03,27.24,59.12
City3871,7369991,969.84,68.99,304.86,43.9,35.59,19.68,90.25,46.54,0.28,54.9,659.42,31.3,58.62
City3872,2528272,71.51,25.84,553.89,10.8,60.52,82.94,15.94,60.78,83.92,31.36,307.75,35.85,47.08
City3873,6018767,156.49,94.26,134.41,21.12,39.32,49.95,55.73,98.37,92.08,90.85,449.31,33.98,105.76
City3874,3660638,849.32,92.08,169.4,22.6,22.97,30.2,76.75,81.57,16.41,35.57,574.41,90.36,91.12
City3875,4220040,790.26,63.91,938.22,49.29,27.14,66.01,83.52,61.27,84.53,49.28,824.57,7.98,95.27
City3876,5312656,52.21,37.3,756.16,28.11,58.68,28.26,74.84,90.75,14.76,11.08,697.49,96.67,66.06
City3877,5304206,687.25,37.41,804.43,72.79,87.84,68.81,15.27,15.07,86.09,22.86,33.55,27.35,113.51
City3878,4020897,633.74,76.89,707.54,49.45,99.15,73.7,57.92,72.24,14.75,31.9,972.35,19.29,78.05
City3879,6757088,862.8,91.51,446.53,16.18,32.77,33.23,75.67,37.16,42.53,52.46,599.35,68.98,37.7
City3880,2067478,274.0,3.04,890.47,73.79,79.42,54.38,39.92,65.9,93.87,38.58,27.58,48.91,95.44
City3881,1046951,206.24,42.4,421.78,44.51,97.9,38.72,33.56,22.56,51.48,24.68,593.96,90.35,35.57
City3882,1163186,541.29,85.27,702.61,56.03,20.16,33.56,43.96,9.91,85.13,71.96,297.09,38.37,93.31
City3883,3254825,614.87,45.83,972.56,71.39,63.51,13.78,78.75,18.69,38.55,82.97,294.13,76.22,101.08
City3884,739752,679.52,78.08,985.33,40.97,71.7,44.32,61.83,12.94,45.97,48.65,680.54,98.19,103.28
City3885,5168693,827.63,31.84,937.89,31.94,36.81,95.64,19.87,91.03,5.14,40.45,858.76,40.47,112.87
City3886,2481388,709.88,88.96,206.56,71.45,21.59,89.91,57.51,18.47,93.05,33.32,665.45,6.15,113.09
City3887,1046092,310.15,94.76,863.78,46.15,42.11,87.94,23.45,67.58,79.62,85.64,883.13,44.53,43.17
City3888,1230227,47.66,57.25,125.44,62.0,25.03,92.15,20.39,21.17,50.37,26.22,445.19,26.25,36.28
City3889,3665988,321.25,41.56,632.22,71.6,37.47,8.4,11.15,21.51,38.1,24.88,666.18,36.28,46.41
City3890,7935711,644.36,70.85,723.27,25.67,56.12,42.57,41.21,83.1,74.77,23.97,66.9,83.22,32.06
City3891,7620131,576.11,98.68,289.83,23.85,50.52,14.73,30.98,87.38,58.63,69.42,330.89,42.92,102.28
City3892,9683926,837.85,92.46,158.2,47.76,24.0,27.77,30.46,73.45,46.08,10.07,927.64,48.28,103.45
City3893,867519,69.96,88.18,371.23,6.51,79.49,31.42,26.06,23.57,50.93,60.27,43.7,38.54,84.11
City3894,3763473,113.47,65.37,376.36,54.7,43.01,55.99,78.7,10.32,70.5,29.4,490.19,35.93,55.76
City3895,4483614,528.84,98.25,605.43,47.91,12.92,38.33,95.27,47.0,20.15,52.05,537.55,12.45,108.61
City3896,9285802,805.25,89.31,447.14,61.36,79.99,52.94,86.29,82.12,34.9,84.55,149.13,17.33,102.14
City3897,7978034,481.75,35.68,858.39,79.11,16.1,79.95,36.67,67.18,32.09,83.38,825.61,35.18,113.92
City3898,5486610,639.78,0.74,770.77,42.08,98.13,59.22,94.0,13.75,55.81,10.61,672.16,9.85,45.16
City3899,2812761,115.74,55.38,584.36,10.46,71.91,31.01,48.58,46.41,73.25,6.86,182.97,37.84,117.78
City3900,702875,905.12,28.82,869.52,55.82,65.27,58.18,89.83,63.35,76.1,27.21,50.77,17.21,76.01
City3901,1203105,563.47,41.35,979.94,19.66,70.12,81.52,95.94,18.31,44.13,13.49,274.27,4.22,37.85
City3902,2329100,730.5,11.52,813.62,73.67,97.49,5.99,38.88,64.67,68.92,92.11,6.21,32.46,72.63
City3903,1390912,201.9,94.83,529.14,29.28,46.0,3.01,79.51,78.29,68.77,51.17,396.52,66.54,69.63
City3904,8260777,594.43,64.52,617.16,70.08,64.55,6.66,64.44,30.8,88.1,78.45,911.92,91.73,62.05
City3905,7957750,445.25,67.51,364.25,32.76,28.42,97.74,88.7,50.46,74.4,92.88,390.65,38.97,76.94
City3906,1337695,32.64,3.22,850.81,64.82,16.48,48.66,83.12,92.89,25.56,81.84,905.12,85.18,112.83
City3907,3324937,884.0,7.13,199.36,47.59,14.2,36.32,78.76,51.43,58.51,12.5,580.59,36.58,86.25
City3908,4644474,534.81,41.08,615.27,17.53,25.34,59.75,37.88,48.05,63.52,59.25,259.83,53.75,43.19
City3909,9006045,351.8,65.86,315.97,8.98,73.05,87.64,47.57,76.51,1.32,87.57,167.46,59.34,44.32
City3910,3038142,370.36,31.44,446.05,77.21,41.53,63.72,75.83,22.71,78.78,32.2,750.79,94.71,31.37
City3911,4565713,799.81,67.07,103.85,22.05,42.06,49.38,77.77,44.54,75.87,37.36,172.56,63.49,71.65
City3912,1152739,650.17,31.12,288.82,28.85,63.45,34.13,83.32,50.97,78.93,19.04,518.6,12.8,48.81
City3913,5482255,860.1,39.22,481.31,15.23,27.33,14.72,2.2,91.6,14.39,12.2,846.93,73.7,51.75
City3914,6286151,704.98,20.87,231.81,70.29,32.13,72.99,61.11,74.81,44.94,5.79,593.27,75.75,99.88
City3915,3832383,559.75,94.5,356.23,9.57,29.94,68.32,55.79,50.92,98.03,81.81,703.85,79.47,94.18
City3916,3345013,247.31,93.31,157.6,57.33,28.94,95.46,27.14,83.96,78.27,4.94,384.05,83.39,114.33
City3917,2973075,378.72,77.87,639.66,19.78,85.41,57.73,23.03,38.51,63.41,39.07,806.72,20.97,94.55
City3918,5767988,920.41,44.94,511.6,39.13,61.75,58.4,59.29,72.94,1.12,94.05,586.42,83.83,53.89
City3919,3897661,370.74,92.21,109.32,48.95,31.29,23.16,17.96,90.83,48.59,47.35,389.51,39.8,84.64
City3920,2184807,784.99,41.39,866.41,29.86,16.82,38.62,33.81,75.34,16.66,52.24,919.94,38.2,116.91
City3921,3484365,190.71,92.72,714.7,50.49,14.18,32.06,34.4,65.61,99.54,82.93,707.46,25.82,42.66
City3922,6851099,347.32,12.64,136.19,29.73,80.98,19.07,32.76,22.03,49.02,76.62,222.49,30.64,89.21
City3923,7199767,320.37,93.56,893.84,8.82,44.59,45.66,94.56,56.19,26.36,26.94,209.18,1.13,69.45
City3924,2233225,746.57,35.07,891.31,44.55,14.29,77.49,7.07,31.61,55.31,34.57,15.79,57.63,67.44
City3925,6040473,319.27,24.03,527.71,37.77,73.43,66.75,76.65,51.29,99.63,64.02,578.44,98.92,51.62
City3926,4359822,269.48,98.24,529.2,60.95,29.52,55.13,88.5,5.31,15.71,0.17,376.44,33.82,108.91
City3927,9625857,31.98,81.99,875.71,57.65,38.25,72.23,26.51,3.75,56.38,28.73,235.6,63.49,92.47
City3928,6015273,581.93,77.11,646.87,22.53,37.52,89.67,40.34,27.36,21.4,74.43,132.4,57.39,31.14
City3929,7535080,789.51,32.41,286.78,72.45,67.71,5.72,38.76,70.78,38.8,98.31,146.65,44.04,84.16
City3930,4191040,365.86,34.88,917.2,11.29,78.64,70.86,3.22,7.98,27.8,70.17,26.9,48.0,79.38
City3931,6976977,57.82,41.75,361.69,33.37,65.45,47.61,57.58,66.17,73.56,5.57,258.0,93.98,61.52
City3932,7586132,761.62,42.82,564.58,36.52,98.48,62.49,49.44,60.19,90.94,63.5,282.86,16.51,53.46
City3933,3600609,279.8,9.79,758.83,78.75,45.6,78.25,52.17,41.82,57.11,18.78,161.22,96.53,61.93
City3934,9189267,56.35,63.93,743.06,31.58,70.13,41.58,48.1,10.96,75.5,79.9,923.99,77.99,43.63
City3935,6949332,996.53,0.66,366.62,16.85,98.51,51.25,21.52,27.37,77.44,49.32,397.96,61.19,43.95
City3936,5086154,128.43,39.43,781.1,19.1,64.98,85.36,18.4,75.65,35.02,57.9,903.63,28.92,75.8
City3937,362514,390.67,94.08,426.23,77.96,31.89,68.77,7.31,68.12,38.07,47.32,532.76,92.67,45.4
City3938,8572805,113.62,19.2,452.44,14.94,72.89,28.92,31.75,43.34,30.33,11.88,271.13,13.79,75.0
City3939,1676376,107.66,12.75,824.03,33.66,50.87,67.16,60.65,3.49,78.33,11.8,308.8,57.41,60.46
City3940,7757098,321.76,68.76,690.42,18.22,61.37,69.71,87.98,2.69,22.72,62.61,878.85,51.79,34.77
City3941,2695838,749.35,73.33,509.6,56.84,26.12,51.78,79.43,61.32,92.95,18.03,982.82,70.39,41.28
City3942,9206834,318.31,15.89,712.23,56.37,86.28,73.01,77.49,2.42,99.7,42.94,54.09,3.92,58.04
City3943,4239432,506.39,92.47,491.9,28.98,36.33,72.02,30.54,36.04,64.73,59.01,125.74,86.57,72.13
City3944,2715691,636.81,61.72,128.58,58.25,11.43,75.28,13.17,81.5,27.26,82.66,292.92,75.9,116.71
City3945,5566102,588.75,35.24,507.35,43.21,58.89,15.2,30.96,2.33,96.66,56.39,154.36,30.84,97.71
City3946,2411589,610.99,60.91,217.97,32.77,92.5,25.05,82.38,0.42,53.85,23.59,516.71,74.95,66.85
City3947,8326897,966.42,93.25,155.28,38.26,44.18,31.09,34.04,25.78,95.68,53.5,835.63,94.88,98.86
City3948,3845523,832.41,99.49,901.81,9.02,70.43,23.41,34.59,31.03,42.72,36.88,839.89,44.85,33.47
City3949,3792242,104.77,96.55,124.71,69.81,91.93,72.06,90.25,35.29,6.55,88.71,681.29,2.02,86.31
City3950,6055596,362.59,12.87,452.95,62.19,81.32,64.75,24.55,87.15,21.81,11.78,37.67,8.03,46.34
City3951,2715378,40.8,13.85,722.94,62.11,59.65,21.58,42.47,38.5,78.05,79.4,474.03,93.89,110.14
City3952,221692,554.04,57.96,477.86,37.06,65.79,29.07,32.93,22.37,20.64,31.9,358.34,48.08,112.07
City3953,7367842,700.44,44.64,448.35,11.88,23.15,23.36,21.88,0.24,44.34,42.68,585.38,94.75,90.6
City3954,8193938,835.34,85.41,381.36,12.12,51.21,20.61,15.97,68.57,28.52,13.74,922.15,49.58,110.09
City3955,4392485,977.73,46.95,664.48,46.27,73.51,73.77,6.58,62.64,6.99,35.09,693.84,55.93,44.15
City3956,981953,139.13,59.01,725.97,72.32,62.64,98.19,83.05,54.4,68.38,40.04,399.78,15.69,38.18
City3957,8528023,713.95,56.18,849.67,37.69,37.46,42.81,57.11,74.5,72.54,80.73,561.29,63.69,113.49
City3958,7677348,744.36,40.66,389.27,61.43,35.59,87.21,88.2,98.04,57.11,72.29,470.6,91.2,76.36
City3959,3350095,727.53,27.51,391.46,21.87,50.93,28.75,68.04,65.32,65.52,49.56,525.94,49.95,36.23
City3960,4341969,247.95,6.16,285.78,41.59,85.78,40.49,54.46,14.7,18.12,57.99,487.53,46.76,73.29
City3961,6120522,351.92,15.43,517.96,39.87,70.44,96.07,58.78,69.42,59.95,59.69,128.13,49.15,77.21
City3962,1836906,346.0,57.73,709.13,46.65,93.41,69.38,67.45,48.12,16.95,13.37,820.25,40.57,55.87
City3963,4399873,778.26,47.06,664.75,17.69,34.65,36.94,47.83,11.93,83.36,21.81,661.85,13.13,70.28
City3964,5346116,416.26,77.03,483.73,57.64,61.0,24.12,41.15,0.27,0.91,54.07,642.16,17.11,111.21
City3965,860031,808.67,71.77,200.95,32.47,84.28,86.61,20.44,48.18,37.06,0.03,956.17,60.48,84.81
City3966,9572662,263.5,9.52,603.25,29.59,17.07,66.59,0.97,53.98,44.99,4.74,906.79,57.2,64.61
City3967,963993,685.68,26.18,750.83,53.75,99.34,55.59,68.31,55.98,17.64,39.68,624.65,19.78,104.37
City3968,4041956,285.57,78.45,379.74,56.89,22.74,25.9,93.4,76.42,53.74,16.16,768.42,58.44,45.57
City3969,6086746,282.34,47.65,817.41,48.21,94.21,2.05,99.08,94.52,60.04,10.18,945.44,66.51,68.6
City3970,6344767,349.23,0.59,661.31,19.87,93.94,8.85,87.87,61.18,95.71,98.17,242.59,23.34,97.18
City3971,791633,439.14,49.45,303.26,76.9,36.31,62.51,16.8,44.24,79.57,40.03,230.11,50.74,44.57
